,user_screen_name,username,timestamp,text,sentiment,embedded_text,emojis,comments,likes,retweets,image_link,tweet_url
5955,Evelynn,@Evelynn_the_bee,2022-05-30T22:41:55.000Z,"Evelynn
@Evelynn_the_bee
·
May 31",,replying to    and   most of the genz folks cant move out of their home have a world that is way darker then you will ever live in or deal with (climate change that the worst you wont be alive for) medical and health costs that are astronomical and the inability to pay for themselves on their job  ,,1,0,52,,https://twitter.com/Evelynn_the_bee/status/1531405572406317056
3274,Erin Doors,@jaycee1001,2022-03-31T23:52:56.000Z,"Erin Doors
@jaycee1001
·
Apr 1",,who else believes that climate change is slowly happening  but it is natural not not not man made  ,,224,300,1561,,https://twitter.com/jaycee1001/status/1509680171548385287
8534,Peter Geoghegan,@PeterKGeoghegan,2022-07-15T15:19:06.000Z,"Peter Geoghegan
@PeterKGeoghegan
·
Jul 15",,"‘pro net zeropenny mordaunt under pressure for taking climate scepticscash ""mordaunt needs to explain why she has seemingly accepted multiple donations from notorious climate change deniers"" says      cracking    scoop opendemocracy net wealthy climate sceptics have given penny mourdant thousands tory leadership candidate has welcomed endorsements and taken donations from figures opposed to uks climate target   ",🔴,13,185,342,['https://pbs.twimg.com/card_img/1548563059928702976/K7Dgeb9q?format=jpg&name=small'],https://twitter.com/PeterKGeoghegan/status/1547963977975545858
659,Rep. Darren Soto,@RepDarrenSoto,2022-02-01T23:58:33.000Z,"Rep. Darren Soto
@RepDarrenSoto
·
Feb 2",,this week the house will consider the  act this bill will grow our semiconductor manufacturing capabilities  ensure the u s can compete globally  build stem opportunities  fund innovation  fight climate change  strengthen national security quote tweet rep darren soto   · jan  in the face of cybersecurity threats and over reliance on overseas manufacturing the  act will strengthen our domestic tech supply chains boost local microchip manufacturing at  and help american industries compete in the st century economy ,🥼 🏅 🤝 💲 🌎,1,5,8,"['https://pbs.twimg.com/profile_images/1268566855909851136/pMeXN2R2_normal.jpg', 'https://pbs.twimg.com/media/FKDOq_JWYAEMXz6?format=jpg&name=small']",https://twitter.com/RepDarrenSoto/status/1488663092489859077
461,Dragofix,@Dragofix,2022-01-27T22:21:18.000Z,"Dragofix
@Dragofix
·
Jan 27",,climate change lawsuit to hold oil companies accountable      inhabitat com climate change lawsuit to hold oil companies accountable recently a virginia federal appeals court heard a case regarding the role of fossil fuel companies in driving climate change major fossil fuel companies face several charges from cities and…  ,,0,6,6,,https://twitter.com/Dragofix/status/1486826679683190793
8498,J.J. Abbott,@jjabbott,2022-07-15T11:54:14.000Z,"J.J. Abbott
@jjabbott
·
Jul 15",, supports taxing billionaires and tackling climate change one of the best ways to get back at manchin is to make him irrelevant since he clearly loves attention elect fetterman hold the line elsewhere and sink the manchin yacht of obstruction  ,📮,2,253,1055,,https://twitter.com/jjabbott/status/1547912420043042817
1087,ಮಹೇಶ 𑀰𑀸𑀲𑁆𑀢𑁆𑀭𑀺,@karatalaamalaka,2022-02-11T23:46:18.000Z,"ಮಹೇಶ 𑀰𑀸𑀲𑁆𑀢𑁆𑀭𑀺
@karatalaamalaka
·
Feb 12",,imo most probable timeline etc  sindhu sarasvati civilization (ssc) declined due to bronze age climate change (meghalaya)   due to climate event ssc cities declined ppl died survivors moved to towns  villages culture remained but didnt flourish after cities declined quote tweet omar ali   · feb  the dravidaryan invasion theory … a very impressive post from    ,,3,2,17,['https://pbs.twimg.com/profile_images/920839795731034114/43LnAnBV_normal.jpg'],https://twitter.com/karatalaamalaka/status/1492283886411337737
5273,The Climate Talk Podcast,@ClimateTalkPodd,2022-05-15T21:30:08.000Z,"The Climate Talk Podcast
@ClimateTalkPodd
·
May 15",,"""we need to talk more about the environment and the consequences of climate change on social media just like we talk about sports and reality shows so that our government and legislators recognize the need to prioritize and act now ""~  listen  a novice perspective of climate change…  ",,0,7,6,['https://pbs.twimg.com/media/FS1E9-SX0AAN3bl?format=jpg&name=small'],https://twitter.com/ClimateTalkPodd/status/1525951690834382848
493,David Roberts,@drvolts,2022-01-28T22:39:40.000Z,"David Roberts
@drvolts
·
Jan 28",,"to say ""this does not bode well for dealing with climate change"" is the understatement of the epoch anyway adam said all this in a more articulate way read his post ",,3,13,209,,https://twitter.com/drvolts/status/1487193686580465665
5456,Renewable Heat Now,@RenewablHeatNow,2022-05-19T23:50:35.000Z,"Renewable Heat Now
@RenewablHeatNow
·
May 20",,"""we talk about how much this will cost how much is going to cost to rebuild our nation after climate change destroys it    now is the time to show transformative leadership show the rest of the country the way ""  ",,2,7,7,['https://pbs.twimg.com/media/FTItjoFUYA8RuJp?format=jpg&name=small'],https://twitter.com/RenewablHeatNow/status/1527436586027212800
6542,Craig Lawrence,@clawrence,2022-06-13T23:42:27.000Z,"Craig Lawrence
@clawrence
·
Jun 14",,you may think esg is a scam or climate change is a scam or whatever but solar and wind propped up the texas grid all day with  gw of continuous power and would have provided more if we had more transmission it did the same yesterday and is going to do the same tomorrow ,,16,39,251,,https://twitter.com/clawrence/status/1536494238367731715
3317,"BrendanDwyer #Veteran, DOB: 321.4ppm",@Dudebank,2022-03-31T23:17:57.000Z,"BrendanDwyer #Veteran, DOB: 321.4ppm
@Dudebank
·
Apr 1",,"replying to   this is not what she said at all her explanation included ""its not a binary choice"" a focus on the issues/legislation and clear indication that () action on climate change () integrity in/of government and () prudent/focussed fiscal management would be key to her support ",🚁 🌏 🌱 💧,4,0,28,,https://twitter.com/Dudebank/status/1509671367901585409
4645,value village,@combover_qtpie,2022-04-30T21:52:23.000Z,"value village
@combover_qtpie
·
Apr 30",,replying to      and  others  feet of snow at that climate change really did a number since then ,,0,0,81,,https://twitter.com/combover_qtpie/status/1520521471176683522
1149,NYT Science,@NYTScience,2022-02-12T23:35:37.000Z,"NYT Science
@NYTScience
·
Feb 13",,“eco anxiety” used to be a fringe idea in mental health as climate change worsens more people are seeking treatment for it nytimes com climate change enters the therapy room ten years ago psychologists proposed that a wide range of people would suffer anxiety and grief over climate skepticism about that idea is gone ,,2,3,13,['https://pbs.twimg.com/card_img/1548627508073054210/3xuMAN_f?format=jpg&name=small'],https://twitter.com/NYTScience/status/1492643585187008513
5301,Rep. Pramila Jayapal,@RepJayapal,2022-05-16T22:30:00.000Z,"Rep. Pramila Jayapal
@RepJayapal
·
May 17",,addressing climate change will literally save lives its time to act washingtonpost com cutting air pollution from fossil fuels would save  lives a year study says researchers also determined that the cuts would provide more than  billion a year in health benefits in the united states ,,41,34,166,['https://pbs.twimg.com/card_img/1548801355153817602/H-qZIt8m?format=jpg&name=small'],https://twitter.com/RepJayapal/status/1526329143293378560
5204,Canadian Space Agency,@csa_asc,2022-05-13T22:22:32.000Z,"Canadian Space Agency
@csa_asc
·
May 14",,wildfire season is becoming longer due to climate change wildfiresat is the first satellite constellation aiming to monitor  in canada  asp… quote tweet natural resources   · may  today in vancouver ministers wilkinson blair and hajdu highlighted measures proposed in  to further support provinces territories and indigenous communities through the   season and beyond show this thread alt   ,,1,11,34,"['https://pbs.twimg.com/profile_images/461233295779307520/Lx_PFjhd_normal.jpeg', 'https://pbs.twimg.com/media/FSqtXb4WUAEE3dY?format=jpg&name=small']",https://twitter.com/csa_asc/status/1525240102968086530
2925,WBR,@W_B_Rick,2022-03-23T22:29:00.000Z,"WBR
@W_B_Rick
·
Mar 23",,replying to   nice my greatest wish world peace in our time and a long term solution to climate change but enjoy your little coffee smells ,,2,1,18,,https://twitter.com/W_B_Rick/status/1506759947031396353
2114,Uli Volz,@UliVolz,2022-03-05T22:17:17.000Z,"Uli Volz
@UliVolz
·
Mar 5",,"""perhaps you work for a libertarian think tank or a fossil fuel producer your job is literally to use the tools of economics to conclude that we dont need any government intervention to address climate change "" rollingstone com the first step toward saving the planet is ignoring the economists the u n s latest climate report shows that combating climate change is too critical to be weighed against cost benefit analyses ",,0,2,4,['https://pbs.twimg.com/card_img/1547560549638017024/7sYPu4wE?format=jpg&name=small'],https://twitter.com/UliVolz/status/1500234017676922882
5460,Hal Sparks,@HalSparks,2022-05-19T21:27:15.000Z,"Hal Sparks
@HalSparks
·
May 19",,ftr the only solution to climate change is to innovate our way out of it conservation alone will just mean a billion dead people in  years this doe move is a crucial step cnn com first on cnn doe announces multibillion dollar project to kickstart a carbon dioxide removal direct air carbon capture projects are like giant vacuum cleaners that suck planet warming carbon dioxide out of the air and lock it away ,,2,8,23,['https://pbs.twimg.com/card_img/1545158696224935937/DJ71phzY?format=jpg&name=small'],https://twitter.com/HalSparks/status/1527400515201425408
5320,Amity Foster,@amityf,2022-05-16T22:16:03.000Z,"Amity Foster
@amityf
·
May 17",,replying to      and   hi    what about when climate change is about doing more like / bus lanes on hennepin ,,0,7,59,,https://twitter.com/amityf/status/1526325631822217217
300,Baka Karasu 烏,@BakaKarasu,2022-01-23T22:17:39.000Z,"Baka Karasu 烏
@BakaKarasu
·
Jan 23",,"replying to      and  others accurately observing the causes of climate change  our ongoing ecosuicide often results in that label being applied to you at this point ""ecofascist"" is what people who cant do math call people who can ",,2,2,5,,https://twitter.com/BakaKarasu/status/1485376205779922946
7440,Chris B Bacon,@ChrisBBacon3,2022-07-02T22:23:49.000Z,"Chris B Bacon
@ChrisBBacon3
·
Jul 3",,"replying to      and  others  most stuff is the effect of potential climate change on ""x"" its fine there are  chapters on modelling which have been grossly over emphasised in the ipccs summary for administrators thats pure politics with no attempt at  putting them in scientific critical perspective ",,1,3,5,['https://pbs.twimg.com/media/FWsdfL1aQAA1UKZ?format=png&name=small'],https://twitter.com/ChrisBBacon3/status/1543359816814723072
7942,Greta Thunberg News,@great_thunberg,2022-07-11T23:52:46.000Z,"Greta Thunberg News
@great_thunberg
·
Jul 12",,the unjust realities of climate change in the caribbean newsamericasnow com the unjust realities of climate change in the caribbean breaking news daily from the black immigrant community including the caribbean and latin america ,,0,3,3,['https://pbs.twimg.com/card_img/1549173235585110016/DrObalwS?format=jpg&name=small'],https://twitter.com/great_thunberg/status/1546643693549109250
2571,Joe Fritz,@joefritz,2022-03-15T23:42:24.000Z,"Joe Fritz
@joefritz
·
Mar 16",,replying to      and   how about that % of americans agree that climate change in an issue an almost % are willing to personally change to address it and one guy paid by the coal industry gets to decide for everyone that climate change is a hoax ,,0,0,10,,https://twitter.com/joefritz/status/1503879316156956676
6653,#ExxonKnew,@Exxon_Knew,2022-06-15T23:08:37.000Z,"#ExxonKnew
@Exxon_Knew
·
Jun 16",,"""as we swelter through the days to come and a summer ahead that is sure to be rife with more disasters supercharged by climate change let us remember the names of those who have brought us to this moment ""  thehill com heat wave bakes one third of americans highlighting urgency of climate legislation will this be the moment elected representatives awaken to the climate emergency and finally act ",,1,20,28,['https://pbs.twimg.com/card_img/1548808592916189184/Bi7qnYdg?format=jpg&name=small'],https://twitter.com/Exxon_Knew/status/1537210498785107968
